visit_id,customer_id,visit_duration,payment_method,order_date
83,262,26,credit_card,2023-01-03
84,586,35,cash,2023-01-04
85,629,15,credit_card,2023-01-04
86,489,15,cash,2023-01-04
87,490,7,credit_card,2023-01-04
88,906,12,cash,2023-01-04
89,476,56,cash,2023-01-04
90,306,48,cash,2023-01-04
91,910,8,credit_card,2023-01-04
92,957,18,cash,2023-01-04
93,386,51,cash,2023-01-04
94,96,48,credit_card,2023-01-04
95,458,54,cash,2023-01-04
96,855,10,credit_card,2023-01-04
97,139,15,cash,2023-01-04
98,762,38,credit_card,2023-01-04
99,3,42,cash,2023-01-04
100,654,55,credit_card,2023-01-04
101,912,55,cash,2023-01-04
102,572,27,cash,2023-01-04
103,546,29,cash,2023-01-04
104,89,13,cash,2023-01-04
105,231,43,credit_card,2023-01-04
106,158,31,credit_card,2023-01-04
107,820,57,cash,2023-01-04
108,923,56,credit_card,2023-01-04
109,876,22,credit_card,2023-01-04
110,24,6,credit_card,2023-01-04
111,531,34,credit_card,2023-01-04
112,165,22,credit_card,2023-01-04
113,519,60,cash,2023-01-04
114,668,38,cash,2023-01-04
115,794,2,credit_card,2023-01-04
116,930,48,cash,2023-01-04
117,512,53,credit_card,2023-01-04
118,843,16,credit_card,2023-01-04
119,902,22,credit_card,2023-01-04
120,397,16,credit_card,2023-01-04
121,488,58,cash,2023-01-04
122,461,40,cash,2023-01-04
123,10,16,cash,2023-01-04
124,844,2,credit_card,2023-01-04
125,306,42,credit_card,2023-01-04
126,126,21,cash,2023-01-04
127,67,3,credit_card,2023-01-04
128,908,54,cash,2023-01-04
129,57,26,credit_card,2023-01-04
130,544,30,cash,2023-01-04
131,261,40,cash,2023-01-04
132,73,11,cash,2023-01-04
133,151,41,cash,2023-01-04
134,842,53,cash,2023-01-05
135,654,43,credit_card,2023-01-05
136,30,12,cash,2023-01-05
137,331,27,cash,2023-01-05
138,808,46,credit_card,2023-01-05
139,382,30,credit_card,2023-01-05
140,771,55,cash,2023-01-05
141,131,10,cash,2023-01-05
142,960,33,cash,2023-01-05
143,168,10,cash,2023-01-05
144,275,2,credit_card,2023-01-05
145,533,47,cash,2023-01-07
146,587,19,credit_card,2023-01-07
147,123,6,credit_card,2023-01-07
148,979,2,credit_card,2023-01-07
149,608,6,credit_card,2023-01-07
150,823,35,cash,2023-01-07
151,992,19,cash,2023-01-07
152,535,13,cash,2023-01-07
153,106,52,cash,2023-01-07
154,459,25,cash,2023-01-07
155,833,16,cash,2023-01-07
156,470,34,cash,2023-01-07
157,326,1,credit_card,2023-01-07
158,416,60,credit_card,2023-01-07
159,75,10,credit_card,2023-01-07
160,209,57,credit_card,2023-01-07
161,458,28,credit_card,2023-01-07
162,687,30,cash,2023-01-07
163,269,23,cash,2023-01-07
164,154,59,credit_card,2023-01-07
165,323,29,cash,2023-01-07
166,980,46,credit_card,2023-01-07
167,519,39,credit_card,2023-01-07
168,827,27,cash,2023-01-07
169,349,34,cash,2023-01-07
170,207,56,cash,2023-01-07
171,880,43,credit_card,2023-01-07
172,500,55,cash,2023-01-07
173,695,41,credit_card,2023-01-07
174,28,54,cash,2023-01-07
175,429,2,credit_card,2023-01-07
176,395,2,credit_card,2023-01-07
177,244,5,credit_card,2023-01-07
178,352,37,cash,2023-01-07
179,775,13,cash,2023-01-07
180,699,35,credit_card,2023-01-07
181,213,55,credit_card,2023-01-07
182,528,48,credit_card,2023-01-07
183,867,6,cash,2023-01-07
184,663,9,credit_card,2023-01-07
185,997,19,cash,2023-01-07
186,152,34,credit_card,2023-01-07
187,705,25,credit_card,2023-01-07
188,716,17,credit_card,2023-01-08
189,913,19,cash,2023-01-08
190,945,16,credit_card,2023-01-08
191,227,1,cash,2023-01-08
192,994,14,credit_card,2023-01-08
193,713,17,cash,2023-01-08
194,353,12,cash,2023-01-08
195,219,8,credit_card,2023-01-08
196,559,9,credit_card,2023-01-08
197,836,22,cash,2023-01-08
198,208,15,credit_card,2023-01-08
199,352,40,cash,2023-01-08
200,587,10,credit_card,2023-01-08
201,957,49,cash,2023-01-08
202,199,46,cash,2023-01-08
203,719,28,credit_card,2023-01-08
204,566,23,cash,2023-01-08
205,818,60,credit_card,2023-01-08
206,113,1,cash,2023-01-08
207,368,27,cash,2023-01-08
208,464,39,cash,2023-01-08
209,175,36,credit_card,2023-01-08
210,283,51,credit_card,2023-01-08
211,693,37,credit_card,2023-01-08
212,593,22,cash,2023-01-08
213,449,15,credit_card,2023-01-08
214,334,47,credit_card,2023-01-08
215,733,9,credit_card,2023-01-08
216,748,60,cash,2023-01-09
217,215,26,credit_card,2023-01-09
218,712,53,cash,2023-01-09
219,916,15,credit_card,2023-01-09
220,614,21,credit_card,2023-01-10
221,447,46,credit_card,2023-01-10
222,396,23,cash,2023-01-10
223,556,46,cash,2023-01-10
224,212,15,cash,2023-01-10
225,133,19,credit_card,2023-01-10
226,226,35,cash,2023-01-10
227,217,34,credit_card,2023-01-10
228,823,37,credit_card,2023-01-10
229,409,41,credit_card,2023-01-10
230,504,29,cash,2023-01-10
231,346,4,cash,2023-01-10
232,205,31,cash,2023-01-10
233,207,48,cash,2023-01-10
234,958,6,cash,2023-01-10
235,346,31,credit_card,2023-01-10
236,423,34,credit_card,2023-01-10
237,452,2,cash,2023-01-10
238,50,19,credit_card,2023-01-10
239,359,39,credit_card,2023-01-10
240,911,60,credit_card,2023-01-10
241,46,24,credit_card,2023-01-10
242,678,42,credit_card,2023-01-10
243,366,47,cash,2023-01-10
244,287,44,credit_card,2023-01-10
245,194,3,cash,2023-01-10
246,484,21,cash,2023-01-10
247,152,44,credit_card,2023-01-10
248,132,54,credit_card,2023-01-10
249,822,33,cash,2023-01-10
250,1000,24,credit_card,2023-01-10
251,115,23,cash,2023-01-10
252,64,44,cash,2023-01-10
253,395,47,cash,2023-01-10
254,476,23,credit_card,2023-01-10
255,128,17,cash,2023-01-10
256,995,13,cash,2023-01-10
257,790,36,credit_card,2023-01-10
258,980,59,credit_card,2023-01-10
259,979,43,credit_card,2023-01-10
260,998,3,credit_card,2023-01-10
261,878,56,cash,2023-01-10
262,75,23,credit_card,2023-01-10
263,15,15,credit_card,2023-01-10
264,708,25,cash,2023-01-10
265,889,9,cash,2023-01-10
266,727,57,cash,2023-01-10
267,210,41,credit_card,2023-01-10
268,439,11,cash,2023-01-11
269,729,33,credit_card,2023-01-11
270,889,22,credit_card,2023-01-11
271,736,52,credit_card,2023-01-11
272,83,60,cash,2023-01-11
273,531,40,cash,2023-01-11
274,125,46,cash,2023-01-11
275,854,55,cash,2023-01-11
276,124,30,credit_card,2023-01-11
277,135,30,cash,2023-01-11
278,328,38,cash,2023-01-11
279,507,56,credit_card,2023-01-11
280,518,16,cash,2023-01-11
281,724,24,credit_card,2023-01-11
282,683,16,credit_card,2023-01-11
283,492,1,cash,2023-01-11
284,235,18,credit_card,2023-01-11
285,945,37,cash,2023-01-11
286,82,48,credit_card,2023-01-11
287,206,58,cash,2023-01-11
288,471,14,credit_card,2023-01-11
289,999,18,credit_card,2023-01-11
290,924,52,cash,2023-01-11
291,397,23,credit_card,2023-01-11
292,540,59,cash,2023-01-11
293,460,8,credit_card,2023-01-11
294,921,47,cash,2023-01-11
295,236,31,cash,2023-01-12
296,889,39,credit_card,2023-01-12
297,583,34,credit_card,2023-01-12
298,814,21,cash,2023-01-12
299,829,36,credit_card,2023-01-13
300,251,48,cash,2023-01-13
301,586,51,credit_card,2023-01-13
302,441,22,credit_card,2023-01-14
303,791,17,cash,2023-01-14
304,512,2,cash,2023-01-14
305,2,37,cash,2023-01-14
306,787,1,cash,2023-01-14
307,565,20,credit_card,2023-01-14
308,93,48,credit_card,2023-01-14
309,579,13,cash,2023-01-14
310,164,12,credit_card,2023-01-14
311,298,14,cash,2023-01-14
312,943,43,credit_card,2023-01-14
313,376,31,credit_card,2023-01-14
314,766,33,credit_card,2023-01-14
315,55,43,credit_card,2023-01-14
316,521,12,cash,2023-01-14
317,885,6,credit_card,2023-01-14
318,27,46,credit_card,2023-01-14
319,569,5,cash,2023-01-14
320,115,53,credit_card,2023-01-14
321,916,4,cash,2023-01-14
322,991,40,cash,2023-01-14
323,257,15,cash,2023-01-14
324,698,28,cash,2023-01-14
325,926,23,cash,2023-01-14
326,263,34,credit_card,2023-01-14
327,716,18,cash,2023-01-14
328,644,39,cash,2023-01-14
329,213,21,credit_card,2023-01-14
330,580,20,credit_card,2023-01-15
331,879,12,credit_card,2023-01-15
332,507,28,cash,2023-01-15
333,279,7,cash,2023-01-15
334,182,14,credit_card,2023-01-15
335,245,21,cash,2023-01-15
336,417,58,credit_card,2023-01-15
337,244,33,credit_card,2023-01-15
338,337,6,credit_card,2023-01-15
339,100,5,credit_card,2023-01-15
340,740,7,cash,2023-01-15
341,348,34,credit_card,2023-01-15
342,217,17,credit_card,2023-01-15
343,180,8,cash,2023-01-15
344,298,42,cash,2023-01-15
345,325,59,cash,2023-01-15
346,936,56,cash,2023-01-15
347,674,32,cash,2023-01-15
348,31,7,credit_card,2023-01-15
349,728,14,credit_card,2023-01-15
350,443,44,credit_card,2023-01-15
351,520,49,credit_card,2023-01-15
352,468,53,credit_card,2023-01-15
353,21,10,credit_card,2023-01-15
354,126,51,cash,2023-01-16
355,671,47,cash,2023-01-16
356,855,42,credit_card,2023-01-16
357,557,33,cash,2023-01-16
358,347,15,cash,2023-01-16
359,45,18,cash,2023-01-16
360,987,5,cash,2023-01-16
361,844,34,cash,2023-01-16
362,324,28,cash,2023-01-16
363,692,53,cash,2023-01-16
364,505,19,cash,2023-01-16
365,154,23,credit_card,2023-01-16
366,774,22,cash,2023-01-16
367,548,33,cash,2023-01-16
368,200,8,credit_card,2023-01-16
369,252,7,cash,2023-01-16
370,507,39,credit_card,2023-01-16
371,558,39,cash,2023-01-16
372,41,12,credit_card,2023-01-16
373,79,7,credit_card,2023-01-16
374,614,50,cash,2023-01-16
375,918,23,credit_card,2023-01-16
376,737,51,credit_card,2023-01-16
377,228,27,cash,2023-01-16
378,820,2,cash,2023-01-16
379,446,38,credit_card,2023-01-16
380,773,8,credit_card,2023-01-16
381,374,23,cash,2023-01-16
382,575,3,cash,2023-01-16
383,402,21,cash,2023-01-16
384,240,5,cash,2023-01-16
385,426,48,credit_card,2023-01-16
386,791,12,cash,2023-01-16
387,20,5,cash,2023-01-16
388,462,40,cash,2023-01-16
389,808,26,credit_card,2023-01-16
390,366,8,credit_card,2023-01-16
391,384,30,credit_card,2023-01-16
392,651,5,credit_card,2023-01-16
393,75,27,credit_card,2023-01-16
394,267,25,credit_card,2023-01-16
395,766,27,cash,2023-01-16
396,219,15,credit_card,2023-01-17
397,835,46,cash,2023-01-17
398,539,34,credit_card,2023-01-17
399,817,51,credit_card,2023-01-17
400,649,21,cash,2023-01-17
401,213,31,cash,2023-01-17
402,581,10,cash,2023-01-18
403,197,18,credit_card,2023-01-18
404,959,40,cash,2023-01-18
405,113,21,credit_card,2023-01-18
406,947,8,credit_card,2023-01-18
407,280,14,credit_card,2023-01-18
408,197,50,credit_card,2023-01-18
409,18,51,credit_card,2023-01-18
410,831,44,cash,2023-01-18
411,384,34,cash,2023-01-18
412,652,10,credit_card,2023-01-18
413,75,8,cash,2023-01-18
414,500,55,cash,2023-01-18
415,735,5,credit_card,2023-01-18
416,783,11,cash,2023-01-18
417,730,6,credit_card,2023-01-18
418,54,40,cash,2023-01-18
419,668,27,cash,2023-01-18
420,70,18,credit_card,2023-01-18
421,393,23,cash,2023-01-18
422,970,55,cash,2023-01-18
423,244,33,cash,2023-01-18
424,578,33,credit_card,2023-01-18
425,69,6,cash,2023-01-18
426,325,34,cash,2023-01-18
427,663,50,credit_card,2023-01-18
428,263,14,credit_card,2023-01-18
429,127,41,cash,2023-01-18
430,500,18,cash,2023-01-18
431,887,25,cash,2023-01-18
432,728,45,cash,2023-01-18
433,871,15,credit_card,2023-01-18
434,560,31,cash,2023-01-18
435,138,1,cash,2023-01-18
436,650,45,cash,2023-01-18
437,44,36,credit_card,2023-01-18
438,339,38,credit_card,2023-01-18
439,169,9,credit_card,2023-01-18
440,108,2,credit_card,2023-01-18
441,236,5,credit_card,2023-01-18
442,189,19,cash,2023-01-18
443,755,52,cash,2023-01-18
444,934,46,cash,2023-01-18
445,570,29,credit_card,2023-01-18
446,417,36,cash,2023-01-18
447,223,56,cash,2023-01-18
448,701,38,credit_card,2023-01-19
449,315,20,credit_card,2023-01-19
450,666,9,cash,2023-01-19
451,324,29,cash,2023-01-19
452,389,34,cash,2023-01-19
453,144,22,credit_card,2023-01-19
454,505,14,credit_card,2023-01-19
455,364,56,cash,2023-01-19
456,343,12,cash,2023-01-19
457,852,21,cash,2023-01-19
458,13,35,credit_card,2023-01-19
459,566,32,cash,2023-01-19
460,851,36,cash,2023-01-19
461,379,21,cash,2023-01-19
462,610,2,cash,2023-01-19
463,442,1,cash,2023-01-19
464,770,19,credit_card,2023-01-19
465,735,24,credit_card,2023-01-19
466,779,40,credit_card,2023-01-19
467,264,24,cash,2023-01-19
468,393,51,cash,2023-01-19
469,514,51,cash,2023-01-19
470,435,17,cash,2023-01-19
471,123,52,cash,2023-01-19
472,189,60,cash,2023-01-20
473,296,29,cash,2023-01-20
474,297,44,cash,2023-01-20
475,661,18,credit_card,2023-01-20
476,850,31,credit_card,2023-01-20
477,798,30,credit_card,2023-01-20
478,414,32,credit_card,2023-01-20
479,107,40,credit_card,2023-01-20
480,653,31,cash,2023-01-20
481,379,19,cash,2023-01-20
482,224,27,cash,2023-01-20
483,659,8,cash,2023-01-20
484,112,14,cash,2023-01-20
485,757,10,credit_card,2023-01-20
486,78,37,cash,2023-01-20
487,594,48,credit_card,2023-01-20
488,550,23,credit_card,2023-01-20
489,830,8,credit_card,2023-01-20
490,564,4,cash,2023-01-20
491,893,42,credit_card,2023-01-20
492,695,6,credit_card,2023-01-20
493,112,50,credit_card,2023-01-20
494,341,57,cash,2023-01-20
495,606,3,cash,2023-01-20
496,580,22,cash,2023-01-20
497,92,26,cash,2023-01-20
498,887,27,credit_card,2023-01-20
499,275,15,credit_card,2023-01-20
500,868,6,credit_card,2023-01-20
501,691,30,credit_card,2023-01-20
502,813,35,cash,2023-01-20
503,39,3,credit_card,2023-01-20
504,431,25,credit_card,2023-01-20
505,623,39,cash,2023-01-20
506,456,57,credit_card,2023-01-20
507,556,16,credit_card,2023-01-20
508,480,47,cash,2023-01-20
509,870,14,credit_card,2023-01-20
510,303,47,credit_card,2023-01-20
511,20,49,credit_card,2023-01-20
512,944,34,credit_card,2023-01-20
513,106,35,cash,2023-01-20
514,915,6,cash,2023-01-20
515,491,33,credit_card,2023-01-21
516,729,37,cash,2023-01-21
517,831,6,cash,2023-01-21
518,528,8,cash,2023-01-21
519,755,1,cash,2023-01-21
520,564,38,credit_card,2023-01-21
521,349,31,cash,2023-01-21
522,319,42,cash,2023-01-21
523,459,23,credit_card,2023-01-21
524,580,4,cash,2023-01-21
525,990,8,credit_card,2023-01-21
526,629,23,cash,2023-01-21
527,862,56,credit_card,2023-01-21
528,553,7,cash,2023-01-21
529,807,39,credit_card,2023-01-21
530,642,49,cash,2023-01-21
531,105,16,cash,2023-01-21
532,752,35,credit_card,2023-01-21
533,63,42,cash,2023-01-21
534,297,15,credit_card,2023-01-21
535,850,55,credit_card,2023-01-21
536,614,55,cash,2023-01-21
537,134,57,credit_card,2023-01-21
538,271,13,credit_card,2023-01-21
539,842,35,cash,2023-01-21
540,401,10,cash,2023-01-21
541,707,25,credit_card,2023-01-21
542,625,27,cash,2023-01-21
543,727,11,credit_card,2023-01-21
544,820,45,cash,2023-01-21
545,211,42,cash,2023-01-21
546,150,54,credit_card,2023-01-21
547,471,52,credit_card,2023-01-21
548,907,19,cash,2023-01-21
549,160,44,cash,2023-01-21
550,23,41,credit_card,2023-01-21
551,153,14,cash,2023-01-21
552,975,54,cash,2023-01-21
553,197,8,cash,2023-01-22
554,79,33,credit_card,2023-01-22
555,369,1,credit_card,2023-01-22
556,467,11,credit_card,2023-01-22
557,664,49,credit_card,2023-01-22
558,201,5,credit_card,2023-01-22
559,3,8,cash,2023-01-22
560,808,33,credit_card,2023-01-22
561,788,43,credit_card,2023-01-22
562,240,15,credit_card,2023-01-22
563,855,42,cash,2023-01-22
564,523,12,cash,2023-01-22
565,474,59,cash,2023-01-22
566,653,29,cash,2023-01-22
567,582,54,credit_card,2023-01-22
568,397,45,credit_card,2023-01-22
569,797,37,cash,2023-01-22
570,909,56,cash,2023-01-22
571,705,53,cash,2023-01-22
572,482,36,cash,2023-01-22
573,594,17,credit_card,2023-01-22
574,354,41,credit_card,2023-01-22
575,977,12,credit_card,2023-01-22
576,251,56,credit_card,2023-01-22
577,915,45,cash,2023-01-22
578,884,6,cash,2023-01-22
579,743,9,cash,2023-01-22
580,894,39,credit_card,2023-01-22
581,87,54,credit_card,2023-01-22
582,542,32,credit_card,2023-01-22
583,998,22,cash,2023-01-22
584,749,15,credit_card,2023-01-22
585,126,58,cash,2023-01-22
586,106,5,credit_card,2023-01-22
587,650,41,cash,2023-01-22
588,566,32,cash,2023-01-22
589,755,51,credit_card,2023-01-22
590,704,22,cash,2023-01-22
591,101,35,credit_card,2023-01-22
592,477,5,cash,2023-01-22
593,19,44,cash,2023-01-22
594,507,47,cash,2023-01-22
595,455,26,credit_card,2023-01-22
596,201,23,credit_card,2023-01-22
597,503,29,cash,2023-01-22
598,327,35,cash,2023-01-23
599,536,42,cash,2023-01-23
600,47,31,cash,2023-01-23
601,786,1,cash,2023-01-23
602,780,39,cash,2023-01-23
603,274,54,cash,2023-01-23
604,607,38,credit_card,2023-01-23
605,868,3,cash,2023-01-23
606,788,4,credit_card,2023-01-23
607,769,24,credit_card,2023-01-23
608,378,49,cash,2023-01-23
609,133,45,cash,2023-01-23
610,574,39,credit_card,2023-01-23
611,469,25,cash,2023-01-23
612,603,12,cash,2023-01-23
613,560,8,cash,2023-01-23
614,611,58,credit_card,2023-01-23
615,790,23,cash,2023-01-23
616,781,51,cash,2023-01-23
617,433,52,credit_card,2023-01-23
618,985,32,credit_card,2023-01-23
619,677,17,cash,2023-01-23
620,39,15,cash,2023-01-23
621,820,58,credit_card,2023-01-23
622,359,17,credit_card,2023-01-23
623,714,31,cash,2023-01-23
624,239,5,cash,2023-01-23
625,275,54,cash,2023-01-23
626,805,59,credit_card,2023-01-23
627,233,52,cash,2023-01-23
628,41,45,cash,2023-01-23
629,566,40,credit_card,2023-01-23
630,769,46,credit_card,2023-01-23
631,321,59,cash,2023-01-23
632,722,38,credit_card,2023-01-23
633,840,32,credit_card,2023-01-23
634,913,40,cash,2023-01-23
635,883,2,cash,2023-01-23
636,999,1,credit_card,2023-01-23
637,832,1,credit_card,2023-01-23
638,924,11,cash,2023-01-23
639,788,26,cash,2023-01-23
640,315,59,credit_card,2023-01-23
641,515,53,cash,2023-01-23
642,158,19,credit_card,2023-01-23
643,505,12,credit_card,2023-01-23
644,847,19,cash,2023-01-24
645,425,9,credit_card,2023-01-24
646,114,52,cash,2023-01-24
647,278,8,credit_card,2023-01-24
648,828,27,cash,2023-01-24
649,47,30,cash,2023-01-24
650,507,32,cash,2023-01-24
651,31,40,cash,2023-01-24
652,182,55,credit_card,2023-01-24
653,800,21,credit_card,2023-01-24
654,632,20,credit_card,2023-01-24
655,678,39,credit_card,2023-01-24
656,520,19,cash,2023-01-24
657,226,46,cash,2023-01-24
658,44,21,credit_card,2023-01-24
659,429,49,cash,2023-01-24
660,987,51,cash,2023-01-24
661,605,14,credit_card,2023-01-24
662,804,21,cash,2023-01-24
663,925,56,cash,2023-01-24
664,703,38,credit_card,2023-01-24
665,196,38,cash,2023-01-24
666,116,50,cash,2023-01-24
667,290,15,credit_card,2023-01-24
668,203,30,cash,2023-01-24
669,185,1,credit_card,2023-01-24
670,206,56,cash,2023-01-24
671,586,52,credit_card,2023-01-24
672,159,45,credit_card,2023-01-24
673,440,57,credit_card,2023-01-25
674,950,53,credit_card,2023-01-25
675,975,12,cash,2023-01-25
676,246,5,credit_card,2023-01-25
677,273,7,credit_card,2023-01-25
678,248,5,credit_card,2023-01-25
679,702,17,cash,2023-01-25
680,541,1,credit_card,2023-01-25
681,777,42,credit_card,2023-01-25
682,423,25,cash,2023-01-25
683,627,57,cash,2023-01-25
684,453,49,cash,2023-01-25
685,925,58,credit_card,2023-01-25
686,4,59,credit_card,2023-01-25
687,533,56,credit_card,2023-01-25
688,329,6,cash,2023-01-25
689,78,3,credit_card,2023-01-25
690,105,5,cash,2023-01-25
691,23,4,credit_card,2023-01-25
692,715,59,cash,2023-01-25
693,730,11,cash,2023-01-25
694,668,44,cash,2023-01-25
695,227,31,credit_card,2023-01-25
696,404,15,credit_card,2023-01-25
697,359,39,cash,2023-01-25
698,583,11,cash,2023-01-25
699,125,16,cash,2023-01-25
700,555,1,cash,2023-01-25
701,52,2,credit_card,2023-01-25
702,761,11,cash,2023-01-25
703,306,7,credit_card,2023-01-25
704,633,23,credit_card,2023-01-25
705,652,18,credit_card,2023-01-25
706,936,21,credit_card,2023-01-25
707,392,58,cash,2023-01-25
708,422,21,cash,2023-01-25
709,429,33,credit_card,2023-01-25
710,92,41,cash,2023-01-25
711,253,28,cash,2023-01-25
712,706,16,cash,2023-01-25
713,386,38,cash,2023-01-25
714,911,58,cash,2023-01-25
715,652,7,credit_card,2023-01-25
716,844,31,cash,2023-01-26
717,858,40,credit_card,2023-01-26
718,833,56,cash,2023-01-26
719,222,60,cash,2023-01-26
720,402,50,credit_card,2023-01-26
721,981,45,credit_card,2023-01-26
722,237,44,credit_card,2023-01-26
723,50,46,cash,2023-01-26
724,700,36,credit_card,2023-01-26
725,871,23,credit_card,2023-01-26
726,61,36,credit_card,2023-01-26
727,11,33,credit_card,2023-01-26
728,935,12,cash,2023-01-26
729,546,53,cash,2023-01-26
730,279,38,credit_card,2023-01-26
731,491,32,credit_card,2023-01-26
732,473,24,credit_card,2023-01-26
733,494,20,cash,2023-01-26
734,675,45,credit_card,2023-01-26
735,472,54,credit_card,2023-01-26
736,303,58,cash,2023-01-26
737,567,51,credit_card,2023-01-26
738,868,24,cash,2023-01-26
739,249,10,credit_card,2023-01-26
740,31,39,credit_card,2023-01-26
741,254,10,credit_card,2023-01-26
742,537,26,credit_card,2023-01-26
743,209,46,credit_card,2023-01-26
744,983,44,cash,2023-01-26
745,867,20,cash,2023-01-26
746,213,16,credit_card,2023-01-26
747,100,24,cash,2023-01-26
748,485,38,credit_card,2023-01-26
749,341,13,cash,2023-01-26
750,831,58,credit_card,2023-01-26
751,411,19,cash,2023-01-26
752,813,56,credit_card,2023-01-26
753,303,26,cash,2023-01-26
754,305,47,cash,2023-01-26
755,229,40,credit_card,2023-01-26
756,302,18,cash,2023-01-26
757,841,10,cash,2023-01-26
758,342,58,cash,2023-01-26
759,154,41,cash,2023-01-26
760,642,15,cash,2023-01-26
761,381,17,credit_card,2023-01-26
762,494,16,credit_card,2023-01-26
763,416,47,credit_card,2023-01-26
764,947,5,cash,2023-01-27
765,974,37,cash,2023-01-27
766,505,52,credit_card,2023-01-27
767,777,9,cash,2023-01-27
768,600,49,cash,2023-01-27
769,919,2,credit_card,2023-01-27
770,647,13,credit_card,2023-01-27
771,841,48,credit_card,2023-01-27
772,707,42,cash,2023-01-27
773,773,57,cash,2023-01-27
774,941,31,credit_card,2023-01-27
775,412,37,credit_card,2023-01-27
776,907,6,cash,2023-01-27
777,517,49,credit_card,2023-01-27
778,77,34,cash,2023-01-27
779,307,40,credit_card,2023-01-27
780,748,6,cash,2023-01-27
781,957,9,credit_card,2023-01-27
782,908,51,credit_card,2023-01-28
783,524,51,credit_card,2023-01-28
784,976,49,credit_card,2023-01-28
785,384,56,credit_card,2023-01-28
786,956,23,credit_card,2023-01-28
787,823,49,cash,2023-01-28
788,740,2,cash,2023-01-28
789,566,44,credit_card,2023-01-28
790,546,20,cash,2023-01-28
791,237,12,credit_card,2023-01-28
792,850,60,credit_card,2023-01-28
793,457,19,cash,2023-01-28
794,613,11,credit_card,2023-01-28
795,707,24,credit_card,2023-01-28
796,344,40,credit_card,2023-01-28
797,323,57,credit_card,2023-01-28
798,578,36,credit_card,2023-01-28
799,57,51,credit_card,2023-01-28
800,932,48,cash,2023-01-28
801,531,27,credit_card,2023-01-28
802,467,25,credit_card,2023-01-28
803,85,42,cash,2023-01-28
804,656,54,credit_card,2023-01-28
805,524,12,credit_card,2023-01-28
806,959,6,cash,2023-01-28
807,338,60,cash,2023-01-28
808,295,40,credit_card,2023-01-28
809,972,26,credit_card,2023-01-28
810,706,1,credit_card,2023-01-28
811,101,17,credit_card,2023-01-28
812,311,54,cash,2023-01-28
813,516,51,credit_card,2023-01-28
814,520,20,credit_card,2023-01-28
815,364,8,cash,2023-01-28
816,783,49,cash,2023-01-28
817,364,50,cash,2023-01-28
818,154,1,credit_card,2023-01-28
819,203,11,cash,2023-01-28
820,339,23,credit_card,2023-01-28
821,817,48,credit_card,2023-01-29
