id,customer_id,order_status,order_date
116,287,paid,2023-01-04
117,306,paid,2023-01-04
118,20,delivered,2023-01-04
119,728,delivered,2023-01-04
120,316,paid,2023-01-04
121,276,open,2023-01-04
122,857,open,2023-01-04
123,504,delivered,2023-01-04
124,528,delivered,2023-01-04
125,885,paid,2023-01-04
126,366,open,2023-01-04
127,977,paid,2023-01-04
128,719,paid,2023-01-05
129,999,open,2023-01-05
130,403,paid,2023-01-05
131,65,paid,2023-01-05
132,625,open,2023-01-05
133,187,delivered,2023-01-05
134,820,open,2023-01-05
135,471,paid,2023-01-05
136,803,paid,2023-01-05
137,150,open,2023-01-05
138,2,open,2023-01-05
139,182,open,2023-01-05
140,935,delivered,2023-01-05
141,954,paid,2023-01-05
142,982,open,2023-01-05
143,482,open,2023-01-05
144,333,delivered,2023-01-05
145,631,paid,2023-01-05
146,422,open,2023-01-05
147,793,delivered,2023-01-05
148,916,delivered,2023-01-05
149,686,delivered,2023-01-05
150,404,open,2023-01-05
151,786,open,2023-01-05
152,194,open,2023-01-05
153,583,open,2023-01-05
154,648,delivered,2023-01-05
155,96,open,2023-01-05
156,722,paid,2023-01-06
157,915,paid,2023-01-06
158,494,paid,2023-01-06
159,864,paid,2023-01-06
160,473,open,2023-01-06
161,817,open,2023-01-06
162,999,delivered,2023-01-06
163,914,open,2023-01-06
164,989,delivered,2023-01-06
165,80,delivered,2023-01-06
166,385,delivered,2023-01-06
167,226,delivered,2023-01-06
168,33,delivered,2023-01-06
169,850,open,2023-01-06
170,210,delivered,2023-01-07
171,212,open,2023-01-07
172,976,delivered,2023-01-07
173,728,open,2023-01-07
174,748,delivered,2023-01-07
175,871,open,2023-01-07
176,25,delivered,2023-01-07
177,345,delivered,2023-01-07
178,496,open,2023-01-07
179,890,open,2023-01-07
180,345,paid,2023-01-07
181,703,paid,2023-01-07
182,861,open,2023-01-07
183,82,open,2023-01-07
184,214,delivered,2023-01-07
185,927,paid,2023-01-07
186,766,paid,2023-01-07
187,554,open,2023-01-08
188,92,delivered,2023-01-08
189,26,open,2023-01-08
190,670,paid,2023-01-08
191,944,paid,2023-01-09
192,427,open,2023-01-09
193,628,paid,2023-01-09
194,209,delivered,2023-01-09
195,95,paid,2023-01-09
196,443,paid,2023-01-09
197,55,delivered,2023-01-09
198,723,delivered,2023-01-09
199,241,delivered,2023-01-09
200,112,delivered,2023-01-09
201,495,open,2023-01-09
202,480,delivered,2023-01-09
203,153,paid,2023-01-09
204,174,delivered,2023-01-09
205,424,delivered,2023-01-09
206,531,delivered,2023-01-09
207,609,open,2023-01-09
208,339,delivered,2023-01-09
209,432,open,2023-01-09
210,755,open,2023-01-09
211,572,delivered,2023-01-09
212,110,paid,2023-01-10
213,239,paid,2023-01-10
214,371,open,2023-01-10
215,56,delivered,2023-01-10
216,631,paid,2023-01-10
217,839,delivered,2023-01-10
218,657,delivered,2023-01-10
219,725,delivered,2023-01-10
220,888,delivered,2023-01-10
221,523,paid,2023-01-10
222,757,paid,2023-01-10
223,538,paid,2023-01-10
224,815,paid,2023-01-10
225,295,paid,2023-01-10
226,6,delivered,2023-01-10
227,641,open,2023-01-10
228,761,open,2023-01-10
229,957,open,2023-01-10
230,843,delivered,2023-01-10
231,176,delivered,2023-01-10
232,701,delivered,2023-01-10
233,755,open,2023-01-10
234,888,open,2023-01-11
235,331,open,2023-01-11
236,770,open,2023-01-11
237,434,paid,2023-01-11
238,386,paid,2023-01-11
239,803,paid,2023-01-11
240,502,open,2023-01-11
241,709,open,2023-01-11
242,698,paid,2023-01-11
243,198,delivered,2023-01-11
244,53,paid,2023-01-11
245,373,paid,2023-01-11
246,251,open,2023-01-11
247,465,open,2023-01-11
248,345,paid,2023-01-11
249,108,delivered,2023-01-11
250,535,paid,2023-01-11
251,628,open,2023-01-11
252,282,delivered,2023-01-11
253,396,delivered,2023-01-11
254,891,paid,2023-01-11
255,755,paid,2023-01-11
256,963,delivered,2023-01-11
257,358,paid,2023-01-11
258,810,open,2023-01-11
259,542,delivered,2023-01-11
260,913,paid,2023-01-11
261,980,open,2023-01-11
262,649,delivered,2023-01-11
263,342,delivered,2023-01-11
264,879,open,2023-01-11
265,916,open,2023-01-11
266,193,paid,2023-01-11
267,710,open,2023-01-11
268,718,delivered,2023-01-11
269,684,paid,2023-01-11
270,556,open,2023-01-11
271,352,open,2023-01-11
272,364,open,2023-01-11
273,421,delivered,2023-01-11
274,51,paid,2023-01-11
275,527,open,2023-01-11
276,266,delivered,2023-01-11
277,326,open,2023-01-11
278,374,paid,2023-01-11
279,400,paid,2023-01-11
280,329,open,2023-01-11
281,122,paid,2023-01-11
282,784,paid,2023-01-11
283,264,paid,2023-01-12
284,272,paid,2023-01-12
285,340,paid,2023-01-12
286,88,paid,2023-01-12
287,799,delivered,2023-01-12
288,519,delivered,2023-01-12
289,737,delivered,2023-01-12
290,710,open,2023-01-12
291,818,paid,2023-01-12
292,299,open,2023-01-12
293,558,paid,2023-01-13
294,830,open,2023-01-13
295,693,paid,2023-01-13
296,868,paid,2023-01-13
297,660,paid,2023-01-13
298,524,paid,2023-01-13
299,862,paid,2023-01-13
300,200,delivered,2023-01-13
301,806,delivered,2023-01-13
302,324,paid,2023-01-13
303,532,paid,2023-01-13
304,256,paid,2023-01-13
305,656,open,2023-01-13
306,907,paid,2023-01-13
307,988,paid,2023-01-13
308,96,delivered,2023-01-13
309,215,open,2023-01-13
310,618,paid,2023-01-13
311,361,paid,2023-01-14
312,802,delivered,2023-01-14
313,780,paid,2023-01-14
314,349,paid,2023-01-14
315,33,open,2023-01-14
316,182,delivered,2023-01-14
317,520,open,2023-01-14
318,939,paid,2023-01-15
319,89,delivered,2023-01-15
320,965,paid,2023-01-15
321,282,delivered,2023-01-15
322,727,open,2023-01-15
323,76,paid,2023-01-15
324,106,paid,2023-01-15
325,411,open,2023-01-15
326,471,delivered,2023-01-15
327,779,paid,2023-01-15
328,647,open,2023-01-15
329,809,paid,2023-01-15
330,765,delivered,2023-01-15
331,56,open,2023-01-15
332,291,open,2023-01-16
333,559,paid,2023-01-16
334,884,paid,2023-01-16
335,408,open,2023-01-16
336,533,paid,2023-01-16
337,647,open,2023-01-16
338,518,delivered,2023-01-16
339,381,open,2023-01-16
340,249,open,2023-01-16
341,523,paid,2023-01-16
342,570,open,2023-01-16
343,517,open,2023-01-16
344,738,open,2023-01-16
345,482,delivered,2023-01-16
346,922,open,2023-01-16
347,662,open,2023-01-16
348,514,open,2023-01-16
349,636,paid,2023-01-16
350,581,delivered,2023-01-16
351,452,paid,2023-01-16
352,689,delivered,2023-01-16
353,57,open,2023-01-16
354,996,open,2023-01-16
355,517,open,2023-01-16
356,409,delivered,2023-01-16
357,297,open,2023-01-16
358,141,paid,2023-01-16
359,997,open,2023-01-16
360,656,open,2023-01-16
361,410,open,2023-01-16
362,50,open,2023-01-16
363,89,delivered,2023-01-16
364,98,paid,2023-01-16
365,147,delivered,2023-01-16
366,377,paid,2023-01-16
367,834,paid,2023-01-16
368,760,delivered,2023-01-16
369,3,delivered,2023-01-18
370,36,open,2023-01-18
371,426,paid,2023-01-18
372,325,paid,2023-01-18
373,382,delivered,2023-01-18
374,706,open,2023-01-18
375,529,paid,2023-01-18
376,561,delivered,2023-01-18
377,516,open,2023-01-18
378,325,paid,2023-01-18
379,696,delivered,2023-01-18
380,354,paid,2023-01-18
381,614,paid,2023-01-18
382,185,paid,2023-01-18
383,831,delivered,2023-01-18
384,934,delivered,2023-01-18
385,449,paid,2023-01-18
386,665,paid,2023-01-18
387,386,paid,2023-01-18
388,470,delivered,2023-01-18
389,169,delivered,2023-01-18
390,708,paid,2023-01-18
391,573,delivered,2023-01-19
392,331,delivered,2023-01-19
393,776,open,2023-01-19
394,421,open,2023-01-19
395,752,open,2023-01-19
396,137,paid,2023-01-19
397,666,delivered,2023-01-19
398,535,delivered,2023-01-19
399,527,open,2023-01-19
400,727,paid,2023-01-19
401,991,open,2023-01-19
402,593,delivered,2023-01-19
403,59,paid,2023-01-19
404,592,open,2023-01-19
405,891,open,2023-01-19
406,252,open,2023-01-19
407,866,delivered,2023-01-19
408,170,paid,2023-01-19
409,660,open,2023-01-19
410,891,delivered,2023-01-19
411,312,paid,2023-01-19
412,481,paid,2023-01-19
413,828,paid,2023-01-19
414,857,open,2023-01-19
415,667,paid,2023-01-20
416,80,delivered,2023-01-20
417,312,delivered,2023-01-20
418,252,delivered,2023-01-20
419,549,paid,2023-01-20
420,573,paid,2023-01-20
421,200,delivered,2023-01-20
422,753,open,2023-01-20
423,343,delivered,2023-01-20
424,120,open,2023-01-20
425,722,paid,2023-01-20
426,118,paid,2023-01-20
427,268,delivered,2023-01-20
428,724,delivered,2023-01-20
429,692,delivered,2023-01-20
430,986,delivered,2023-01-20
431,336,open,2023-01-20
432,29,delivered,2023-01-20
433,138,open,2023-01-20
434,82,delivered,2023-01-20
435,380,delivered,2023-01-20
436,492,delivered,2023-01-20
437,71,open,2023-01-20
438,822,delivered,2023-01-20
439,159,paid,2023-01-20
440,68,delivered,2023-01-20
441,87,delivered,2023-01-20
442,556,delivered,2023-01-20
443,263,open,2023-01-20
444,939,delivered,2023-01-20
445,853,paid,2023-01-20
446,547,open,2023-01-20
447,106,delivered,2023-01-20
448,449,delivered,2023-01-21
449,299,open,2023-01-21
450,966,paid,2023-01-21
451,512,paid,2023-01-21
452,17,open,2023-01-21
453,767,paid,2023-01-21
454,839,open,2023-01-21
455,958,open,2023-01-21
456,1,open,2023-01-21
457,576,delivered,2023-01-21
458,976,delivered,2023-01-21
459,53,paid,2023-01-21
460,954,open,2023-01-21
461,396,open,2023-01-21
462,901,paid,2023-01-21
463,400,delivered,2023-01-21
464,428,open,2023-01-21
465,629,delivered,2023-01-21
466,298,paid,2023-01-21
467,213,paid,2023-01-21
468,655,open,2023-01-21
469,561,delivered,2023-01-21
470,995,paid,2023-01-21
471,224,paid,2023-01-21
472,455,delivered,2023-01-22
473,120,paid,2023-01-22
474,818,paid,2023-01-22
475,663,open,2023-01-22
476,732,delivered,2023-01-22
477,496,paid,2023-01-22
478,752,paid,2023-01-22
479,890,paid,2023-01-22
480,341,paid,2023-01-22
481,3,open,2023-01-22
482,936,delivered,2023-01-22
483,453,paid,2023-01-22
484,850,delivered,2023-01-22
485,255,delivered,2023-01-22
486,636,delivered,2023-01-22
487,882,delivered,2023-01-22
488,635,paid,2023-01-22
489,57,delivered,2023-01-22
490,784,paid,2023-01-22
491,565,open,2023-01-22
492,78,open,2023-01-22
493,680,delivered,2023-01-22
494,454,delivered,2023-01-22
495,587,delivered,2023-01-22
496,280,delivered,2023-01-22
497,164,delivered,2023-01-22
498,651,delivered,2023-01-22
499,540,open,2023-01-22
500,801,paid,2023-01-22
501,523,open,2023-01-22
502,519,delivered,2023-01-22
503,335,open,2023-01-22
504,926,open,2023-01-22
505,502,paid,2023-01-22
506,591,open,2023-01-22
507,63,paid,2023-01-22
508,628,paid,2023-01-22
509,711,paid,2023-01-22
510,829,paid,2023-01-22
511,356,delivered,2023-01-22
512,455,open,2023-01-22
513,144,paid,2023-01-22
514,357,open,2023-01-22
515,254,paid,2023-01-22
516,600,open,2023-01-22
517,813,open,2023-01-22
518,36,delivered,2023-01-22
519,372,delivered,2023-01-22
520,59,paid,2023-01-22
521,495,delivered,2023-01-23
522,312,delivered,2023-01-23
523,702,delivered,2023-01-23
524,389,open,2023-01-23
525,145,delivered,2023-01-23
526,813,delivered,2023-01-23
527,203,paid,2023-01-23
528,91,open,2023-01-23
529,30,open,2023-01-23
530,871,delivered,2023-01-23
531,887,open,2023-01-23
532,180,open,2023-01-23
533,119,open,2023-01-23
534,720,paid,2023-01-23
535,89,paid,2023-01-23
536,451,paid,2023-01-23
537,359,delivered,2023-01-23
538,709,paid,2023-01-23
539,116,paid,2023-01-23
540,212,paid,2023-01-23
541,993,paid,2023-01-23
542,725,open,2023-01-23
543,252,paid,2023-01-23
544,802,open,2023-01-23
545,539,delivered,2023-01-23
546,974,paid,2023-01-23
547,809,paid,2023-01-23
548,758,open,2023-01-23
549,800,delivered,2023-01-23
550,930,open,2023-01-23
551,883,open,2023-01-23
552,97,paid,2023-01-23
553,194,delivered,2023-01-23
554,888,delivered,2023-01-23
555,151,open,2023-01-23
556,345,open,2023-01-23
557,507,paid,2023-01-23
558,435,open,2023-01-23
559,168,delivered,2023-01-23
560,488,delivered,2023-01-23
561,254,delivered,2023-01-23
562,61,paid,2023-01-23
563,456,open,2023-01-23
564,308,open,2023-01-23
565,488,delivered,2023-01-23
566,249,delivered,2023-01-23
567,866,paid,2023-01-24
568,662,paid,2023-01-24
569,984,paid,2023-01-24
570,962,paid,2023-01-24
571,151,paid,2023-01-24
572,178,paid,2023-01-24
573,8,paid,2023-01-24
574,320,paid,2023-01-24
575,114,delivered,2023-01-24
576,416,delivered,2023-01-24
577,109,delivered,2023-01-24
578,185,delivered,2023-01-24
579,357,delivered,2023-01-24
580,299,paid,2023-01-24
581,35,delivered,2023-01-24
582,205,delivered,2023-01-24
583,900,open,2023-01-24
584,555,open,2023-01-24
585,383,open,2023-01-24
586,822,paid,2023-01-24
587,90,delivered,2023-01-24
588,766,open,2023-01-24
589,911,open,2023-01-24
590,782,open,2023-01-24
591,939,open,2023-01-24
592,268,open,2023-01-24
593,477,delivered,2023-01-24
594,969,open,2023-01-25
595,245,delivered,2023-01-25
596,318,paid,2023-01-25
597,377,open,2023-01-25
598,699,open,2023-01-25
599,210,delivered,2023-01-25
600,733,open,2023-01-25
601,827,open,2023-01-25
602,150,delivered,2023-01-25
603,513,open,2023-01-25
604,243,delivered,2023-01-25
605,370,paid,2023-01-25
606,435,open,2023-01-25
607,715,delivered,2023-01-25
608,339,open,2023-01-25
609,513,delivered,2023-01-25
610,462,open,2023-01-25
611,437,delivered,2023-01-25
612,993,open,2023-01-25
613,445,paid,2023-01-25
614,273,open,2023-01-25
615,754,paid,2023-01-25
616,437,paid,2023-01-25
617,225,paid,2023-01-25
618,4,open,2023-01-26
619,570,open,2023-01-26
620,60,open,2023-01-26
621,986,paid,2023-01-26
622,599,delivered,2023-01-26
623,631,open,2023-01-26
624,712,delivered,2023-01-26
625,34,delivered,2023-01-26
626,187,delivered,2023-01-26
627,630,delivered,2023-01-26
628,938,delivered,2023-01-26
629,107,open,2023-01-26
630,176,delivered,2023-01-26
631,426,paid,2023-01-26
632,987,open,2023-01-26
633,561,open,2023-01-26
634,323,open,2023-01-26
635,220,paid,2023-01-26
636,57,paid,2023-01-26
637,658,open,2023-01-26
638,4,open,2023-01-26
639,457,open,2023-01-26
640,368,delivered,2023-01-26
641,671,delivered,2023-01-26
642,531,paid,2023-01-26
643,419,delivered,2023-01-26
644,695,open,2023-01-26
645,976,paid,2023-01-26
646,486,delivered,2023-01-26
647,258,paid,2023-01-26
648,619,open,2023-01-26
649,83,paid,2023-01-26
650,445,paid,2023-01-26
651,268,open,2023-01-26
652,160,delivered,2023-01-26
653,474,delivered,2023-01-26
654,861,delivered,2023-01-26
655,938,open,2023-01-26
656,534,open,2023-01-26
657,109,paid,2023-01-26
658,872,paid,2023-01-26
659,846,open,2023-01-26
660,265,paid,2023-01-26
661,250,open,2023-01-26
662,359,delivered,2023-01-26
663,923,open,2023-01-26
664,836,open,2023-01-26
665,577,paid,2023-01-26
666,82,open,2023-01-26
667,464,open,2023-01-26
668,707,delivered,2023-01-27
669,792,open,2023-01-27
670,924,open,2023-01-27
671,665,paid,2023-01-27
672,832,open,2023-01-27
673,952,delivered,2023-01-27
674,794,open,2023-01-27
675,104,delivered,2023-01-27
676,681,delivered,2023-01-27
677,153,paid,2023-01-28
678,495,paid,2023-01-28
679,742,delivered,2023-01-28
680,684,delivered,2023-01-28
681,93,open,2023-01-28
682,671,paid,2023-01-28
683,694,delivered,2023-01-28
684,449,open,2023-01-28
685,811,delivered,2023-01-28
686,52,delivered,2023-01-28
687,414,paid,2023-01-28
688,511,paid,2023-01-28
689,96,open,2023-01-28
690,852,paid,2023-01-28
691,64,delivered,2023-01-28
692,85,open,2023-01-28
693,651,paid,2023-01-28
694,148,open,2023-01-28
695,869,paid,2023-01-28
696,529,open,2023-01-28
697,958,paid,2023-01-28
698,701,open,2023-01-28
699,794,open,2023-01-28
700,706,paid,2023-01-29
701,761,open,2023-01-29
702,988,delivered,2023-01-29
703,704,paid,2023-01-29
704,213,paid,2023-01-29
705,294,open,2023-01-29
706,921,paid,2023-01-29
707,853,delivered,2023-01-29
708,412,delivered,2023-01-29
709,211,open,2023-01-29
710,695,paid,2023-01-30
711,506,paid,2023-01-30
712,961,open,2023-01-30
713,519,delivered,2023-01-30
714,309,open,2023-01-30
715,149,delivered,2023-01-30
716,768,delivered,2023-01-31
717,300,paid,2023-01-31
718,882,paid,2023-01-31
719,527,delivered,2023-01-31
720,897,paid,2023-02-01
721,249,delivered,2023-02-01
722,858,open,2023-02-01
723,932,open,2023-02-01
724,307,delivered,2023-02-02
725,136,delivered,2023-02-02
726,674,open,2023-02-02
727,665,open,2023-02-02
728,431,delivered,2023-02-03
729,833,paid,2023-02-03
730,288,paid,2023-02-03
731,646,paid,2023-02-03
732,121,paid,2023-02-03
733,718,delivered,2023-02-03
734,532,paid,2023-02-03
735,341,delivered,2023-02-03
736,667,paid,2023-02-03
737,386,delivered,2023-02-03
738,308,open,2023-02-03
739,649,delivered,2023-02-03
740,977,open,2023-02-03
741,544,open,2023-02-03
742,601,delivered,2023-02-03
743,659,delivered,2023-02-03
744,892,paid,2023-02-03
745,345,paid,2023-02-03
746,150,open,2023-02-03
747,296,paid,2023-02-03
748,82,open,2023-02-03
749,516,open,2023-02-03
750,535,delivered,2023-02-03
751,63,delivered,2023-02-03
752,81,paid,2023-02-03
753,561,open,2023-02-03
754,417,paid,2023-02-03
755,450,paid,2023-02-03
756,280,delivered,2023-02-03
757,683,open,2023-02-03
758,933,delivered,2023-02-03
759,633,paid,2023-02-03
760,548,paid,2023-02-03
761,762,open,2023-02-03
762,95,delivered,2023-02-03
763,242,open,2023-02-03
764,567,delivered,2023-02-03
765,109,open,2023-02-03
766,302,open,2023-02-04
767,151,delivered,2023-02-04
768,587,paid,2023-02-04
769,595,open,2023-02-04
770,927,open,2023-02-04
771,242,paid,2023-02-04
772,436,delivered,2023-02-04
773,731,open,2023-02-04
774,976,paid,2023-02-04
775,605,delivered,2023-02-04
776,124,open,2023-02-04
777,387,open,2023-02-04
778,747,open,2023-02-04
779,430,delivered,2023-02-04
780,782,paid,2023-02-04
781,736,delivered,2023-02-04
782,556,delivered,2023-02-04
783,512,paid,2023-02-04
784,237,delivered,2023-02-04
785,234,paid,2023-02-04
786,174,open,2023-02-04
787,410,delivered,2023-02-04
788,225,paid,2023-02-04
789,960,delivered,2023-02-04
790,128,delivered,2023-02-04
791,847,paid,2023-02-04
792,7,delivered,2023-02-04
793,761,paid,2023-02-04
794,602,paid,2023-02-04
795,944,delivered,2023-02-04
796,900,delivered,2023-02-04
797,238,delivered,2023-02-04
798,964,paid,2023-02-04
799,411,paid,2023-02-04
800,882,delivered,2023-02-04
801,360,paid,2023-02-04
802,137,delivered,2023-02-04
803,553,delivered,2023-02-04
804,900,delivered,2023-02-04
805,56,delivered,2023-02-04
806,345,delivered,2023-02-04
807,146,delivered,2023-02-04
808,991,paid,2023-02-04
809,149,open,2023-02-04
810,193,paid,2023-02-04
811,724,paid,2023-02-04
812,423,delivered,2023-02-05
813,142,paid,2023-02-05
814,362,open,2023-02-05
815,256,open,2023-02-05
816,171,paid,2023-02-05
817,891,paid,2023-02-05
818,496,delivered,2023-02-05
819,875,paid,2023-02-05
820,192,open,2023-02-05
821,721,paid,2023-02-05
822,558,delivered,2023-02-05
823,880,paid,2023-02-05
824,925,paid,2023-02-05
825,881,open,2023-02-05
826,116,delivered,2023-02-05
827,443,delivered,2023-02-05
828,737,paid,2023-02-05
829,957,open,2023-02-06
830,6,paid,2023-02-06
831,661,delivered,2023-02-06
832,195,paid,2023-02-06
833,354,open,2023-02-06
834,442,delivered,2023-02-06
835,56,paid,2023-02-06
836,962,open,2023-02-06
837,550,delivered,2023-02-06
838,447,paid,2023-02-06
839,716,delivered,2023-02-06
840,264,paid,2023-02-06
841,454,paid,2023-02-06
842,715,paid,2023-02-06
843,101,paid,2023-02-06
844,805,paid,2023-02-06
845,732,paid,2023-02-06
846,859,paid,2023-02-06
847,362,open,2023-02-06
848,864,paid,2023-02-06
849,636,paid,2023-02-06
850,294,delivered,2023-02-06
851,133,paid,2023-02-06
852,582,delivered,2023-02-06
853,829,delivered,2023-02-06
854,107,paid,2023-02-06
855,993,paid,2023-02-06
856,978,paid,2023-02-06
857,922,delivered,2023-02-06
858,103,delivered,2023-02-06
859,879,paid,2023-02-06
860,53,open,2023-02-06
861,802,delivered,2023-02-07
862,754,open,2023-02-07
863,979,delivered,2023-02-07
864,64,paid,2023-02-07
865,660,delivered,2023-02-07
866,982,open,2023-02-07
867,338,delivered,2023-02-07
868,897,paid,2023-02-07
869,416,open,2023-02-07
870,832,open,2023-02-07
871,628,open,2023-02-07
872,988,paid,2023-02-07
873,629,delivered,2023-02-07
874,716,open,2023-02-07
875,616,paid,2023-02-07
876,397,delivered,2023-02-07
877,272,open,2023-02-07
878,202,paid,2023-02-07
879,310,open,2023-02-07
880,262,paid,2023-02-07
881,863,open,2023-02-07
882,381,open,2023-02-07
883,146,open,2023-02-07
884,120,paid,2023-02-07
885,686,delivered,2023-02-07
886,809,open,2023-02-07
887,282,paid,2023-02-07
888,700,paid,2023-02-07
889,562,delivered,2023-02-07
890,879,paid,2023-02-07
891,379,paid,2023-02-07
892,147,paid,2023-02-07
893,202,delivered,2023-02-07
894,117,delivered,2023-02-07
895,752,delivered,2023-02-07
896,314,delivered,2023-02-07
897,112,paid,2023-02-07
898,62,delivered,2023-02-07
899,188,open,2023-02-07
900,617,delivered,2023-02-07
901,629,delivered,2023-02-07
902,579,open,2023-02-07
903,801,delivered,2023-02-07
904,362,open,2023-02-07
905,828,delivered,2023-02-07
906,912,delivered,2023-02-08
907,59,paid,2023-02-08
908,785,open,2023-02-08
909,782,delivered,2023-02-08
910,647,open,2023-02-08
911,3,open,2023-02-08
912,597,delivered,2023-02-08
913,628,open,2023-02-08
914,299,open,2023-02-08
915,992,delivered,2023-02-08
916,868,delivered,2023-02-08
917,81,paid,2023-02-08
918,779,delivered,2023-02-08
919,805,open,2023-02-08
920,599,paid,2023-02-08
921,979,open,2023-02-08
922,805,delivered,2023-02-08
923,749,open,2023-02-08
924,673,open,2023-02-08
925,726,open,2023-02-08
926,790,open,2023-02-08
927,715,delivered,2023-02-08
928,486,delivered,2023-02-08
929,527,paid,2023-02-08
930,443,paid,2023-02-08
931,919,paid,2023-02-08
932,257,open,2023-02-08
933,958,paid,2023-02-08
934,157,open,2023-02-08
935,454,open,2023-02-08
936,590,open,2023-02-08
937,119,delivered,2023-02-08
938,200,delivered,2023-02-08
939,888,delivered,2023-02-08
940,18,delivered,2023-02-08
941,775,open,2023-02-08
942,157,delivered,2023-02-08
943,693,open,2023-02-08
944,635,open,2023-02-08
945,509,paid,2023-02-08
946,883,open,2023-02-08
947,890,open,2023-02-08
948,54,paid,2023-02-08
949,772,open,2023-02-08
950,682,open,2023-02-08
951,72,open,2023-02-08
952,640,paid,2023-02-08
953,517,paid,2023-02-09
954,362,paid,2023-02-09
955,10,open,2023-02-09
956,218,delivered,2023-02-09
957,981,open,2023-02-09
958,230,delivered,2023-02-09
959,439,paid,2023-02-09
960,547,delivered,2023-02-09
961,230,delivered,2023-02-10
962,417,paid,2023-02-10
963,823,paid,2023-02-10
964,604,delivered,2023-02-10
965,809,delivered,2023-02-10
966,167,delivered,2023-02-10
967,892,paid,2023-02-10
968,887,open,2023-02-10
969,205,delivered,2023-02-10
970,860,paid,2023-02-10
971,769,delivered,2023-02-10
972,958,open,2023-02-10
973,355,delivered,2023-02-10
974,817,open,2023-02-10
975,985,delivered,2023-02-10
976,65,paid,2023-02-10
977,443,delivered,2023-02-10
978,899,open,2023-02-10
979,409,open,2023-02-10
980,744,paid,2023-02-10
981,856,open,2023-02-10
982,271,delivered,2023-02-10
983,60,delivered,2023-02-10
984,654,paid,2023-02-10
985,134,paid,2023-02-10
986,86,open,2023-02-10
987,185,paid,2023-02-10
988,94,delivered,2023-02-10
989,80,paid,2023-02-10
990,202,open,2023-02-10
991,957,delivered,2023-02-10
992,114,delivered,2023-02-10
993,385,open,2023-02-10
994,520,paid,2023-02-10
995,681,paid,2023-02-10
996,451,delivered,2023-02-10
